#Virtual Template Bank
#Produced in January 2023 by Florian Aubin, using the Hybrid Code and the L1 expected O4 PSD
#Sorted by HF, and then LF, durations and formatted by Florian Aubin
#BNS (Mtot < 4) minimal match: 0.98, BBH seed (Q < 3) minimal match: 0.98, Full bank minimal match: 0.965
#Here are all the VTs that must be run on 1 band. The selection criteria are: peak frequency of the VT OR the RT LF < 80 Hz, OR RT HF duration < 20 ms. It is advised to run these VTs with a larger autochi2 window (~300 ms)
!id m1 m2 spin1z spin2z duration fpeak fRD
289 39.494142 1.023829 -0.603625 0.0 18.5241616614 191.637667054 260.169640004
290 39.336677 1.031742 -0.593356 0.0 18.5226944681 192.902991509 261.83885605
291 35.937421 1.044425 -0.907196 0.0 18.5141383622 195.5560789 268.166394673
292 38.856707 1.003832 -0.730868 0.0 18.5125484433 188.698202226 257.088969094
293 38.683847 1.011926 -0.721802 0.0 18.5124792896 189.96289759 258.754603916
294 36.152925 1.035664 -0.912282 0.0 18.5100568233 194.154802958 266.283473527
295 36.361871 1.02695 -0.917959 0.0 18.5065418378 192.778332521 264.4411804
296 36.569086 1.018201 -0.92395 0.0 18.5036255848 191.412837315 262.617551252
297 36.776382 1.00939 -0.93015 0.0 18.5014999734 190.053342584 260.804351949
298 36.984472 1.000507 -0.936522 0.0 18.5005510989 188.697812194 258.998152157
299 39.486487 1.005658 -0.667422 0.0 18.4957531057 188.629636598 256.496375326
300 36.342639 1.009357 -0.986155 0.0 18.45831035 189.818425827 261.068403821
301 36.556763 1.000279 -0.99197 0.0 18.4568851965 188.446643241 259.235008507
302 40.072607 1.002257 -0.630754 0.0 18.4561373205 187.590888699 254.804253033
303 39.912266 1.010109 -0.620801 0.0 18.4550920631 188.81482043 256.415551781
304 39.754818 1.01806 -0.610481 0.0 18.4529649799 190.054450171 258.047156974
305 39.600211 1.026013 -0.599908 0.0 18.450844281 191.304726393 259.692949506
306 39.442399 1.033918 -0.589679 0.0 18.4496602241 192.565973548 261.357354366
307 35.547062 1.054895 -0.931219 0.0 18.4425182961 196.593404516 269.849475662
308 38.953672 1.006198 -0.727132 0.0 18.4372157359 188.401378161 256.654778628
309 36.217703 1.038542 -0.90963 0.0 18.4347147724 193.928978796 265.948131379
310 36.427262 1.029823 -0.915267 0.0 18.4308106735 192.554614652 264.108074184
311 36.634901 1.02107 -0.921229 0.0 18.4275709228 191.191687722 262.287486635
312 36.842565 1.012255 -0.927404 0.0 18.425170011 189.834849238 260.477595939
313 37.050494 1.003375 -0.933781 0.0 18.4239215514 188.483322989 258.676910874
314 39.750465 1.00014 -0.673265 0.0 18.4213861688 187.106484808 254.452284265
315 39.592735 1.007883 -0.663491 0.0 18.4210324744 188.308189655 256.030360442
