#Virtual Template Bank
#Produced in January 2023 by Florian Aubin, using the Hybrid Code and the L1 expected O4 PSD
#Sorted by HF, and then LF, durations and formatted by Florian Aubin
#BNS (Mtot < 4) minimal match: 0.98, BBH seed (Q < 3) minimal match: 0.98, Full bank minimal match: 0.965
#Here are all the VTs that must be run on 1 band. The selection criteria are: peak frequency of the VT OR the RT LF < 80 Hz, OR RT HF duration < 20 ms. It is advised to run these VTs with a larger autochi2 window (~300 ms)
!id m1 m2 spin1z spin2z duration fpeak fRD
2005 44.022625 1.14901 -0.877142 0.0 13.1954120367 160.768282642 220.14163659
2006 50.883181 1.053429 -0.609521 0.0 13.1945068047 148.566232977 201.498639473
2007 49.854377 1.043923 -0.694483 0.0 13.1900122366 148.419825121 201.806313204
2008 50.099234 1.031612 -0.705809 0.0 13.1895271854 147.279852452 200.314321131
2009 50.525461 1.085363 -0.564131 0.0 13.188788245 151.360070822 205.085342967
2010 43.251333 1.227109 -0.766585 0.0 13.188526631 168.045683195 229.304308449
2011 50.340693 1.019668 -0.716873 0.0 13.1879047799 146.172166911 198.865900546
2012 48.384634 1.164067 -0.53108 0.0 13.1854821653 159.381126177 215.920506427
2013 47.902812 1.186999 -0.514737 0.0 13.1777594135 161.658800815 218.968611596
2014 46.543193 1.017344 -0.982557 0.0 13.1770814266 148.290008072 203.826758294
2015 46.915534 1.00331 -0.987309 0.0 13.1745766709 146.944536319 202.011166782
2016 49.892553 1.128065 -0.514571 0.0 13.1744375615 155.248023865 210.172290298
2017 31.946883 1.670516 -0.968774 0.0 13.1622013504 217.015681642 298.903975951
2018 50.184225 1.105316 -0.547416 0.0 13.1618535934 153.041980125 207.308315313
2019 48.113049 1.136775 -0.613013 0.0 13.1567437113 156.955262917 213.030344489
2020 47.517633 1.216883 -0.481067 0.0 13.1536818595 164.396579105 222.576620511
2021 32.675749 1.623945 -0.980452 0.0 13.1526340786 211.59931743 291.483833991
2022 48.637096 1.169331 -0.510177 0.0 13.1506684397 159.417877787 215.873792308
2023 32.288213 1.648559 -0.976418 0.0 13.1499273063 214.343382972 295.261062483
2024 49.683821 1.018268 -0.768525 0.0 13.1485457176 146.229117119 199.2954688
2025 49.94789 1.006034 -0.778598 0.0 13.1464178014 145.097543623 197.811420956
2026 51.47997 1.035844 -0.619915 0.0 13.1447427831 146.460636425 198.674400538
2027 48.820039 1.110589 -0.625468 0.0 13.1437738068 154.202491786 209.324514079
2028 51.146777 1.06627 -0.575319 0.0 13.142858017 149.098063281 202.046682785
2029 50.770402 1.130223 -0.463299 0.0 13.140376645 154.639488962 209.1158103
2030 33.788823 1.564781 -0.977383 0.0 13.1330434671 204.749046454 281.936094024
2031 49.82948 1.126116 -0.530449 0.0 13.1320489534 154.803646116 209.642590171
2032 51.158235 1.052559 -0.606271 0.0 13.1284601503 147.890920079 200.559594926
2033 50.401891 1.085793 -0.581524 0.0 13.1284221892 151.054006309 204.761484183
2034 45.624868 1.271447 -0.500538 0.0 13.1259640789 170.309715243 230.797139553
2035 47.931684 1.012618 -0.90307 0.0 13.1200413101 146.72441701 200.996433657
2036 50.776713 1.085713 -0.560559 0.0 13.1191654884 150.750868727 204.237536401
2037 47.402718 1.030446 -0.901787 0.0 13.1163592457 148.410511408 203.309828657
2038 43.218249 1.364525 -0.484342 0.0 13.1050995557 180.485989749 244.742637705
2039 50.021337 1.048503 -0.689071 0.0 13.1038962945 148.124145742 201.37149503
2040 33.982165 1.556292 -0.980797 0.0 13.1038044012 203.422307563 280.128756396
2041 50.26413 1.03622 -0.700456 0.0 13.1029976124 146.992279684 199.890373021
2042 51.581822 1.160795 -0.359205 0.0 13.1027575757 156.534100828 211.35176503
2043 50.50146 1.024325 -0.711658 0.0 13.1007727244 145.895563323 198.457291374
2044 48.075305 1.191382 -0.509684 0.0 13.0981166547 161.290778133 218.447628039
2045 50.428441 1.105518 -0.544399 0.0 13.094006218 152.420938561 206.447590745
2046 50.380424 1.103503 -0.552444 0.0 13.0891908604 152.249416815 206.253058879
2047 48.96054 1.164592 -0.511421 0.0 13.0887069341 158.316981041 214.375013551
2048 46.62991 1.02294 -0.979433 0.0 13.0879201615 148.123695651 203.572176792
2049 46.990074 1.00903 -0.984759 0.0 13.0845985809 146.800212083 201.791943422
2050 50.029304 1.08553 -0.612905 0.0 13.084336212 150.963691038 204.812896559
2051 52.043734 1.090597 -0.482587 0.0 13.0828467515 150.107864025 202.994130494
2052 32.810816 1.638661 -0.94854 0.0 13.0814255312 212.262893772 292.108505021
2053 32.707781 1.631404 -0.980262 0.0 13.0801070569 211.402361843 291.215288124
2054 49.775676 1.149019 -0.495069 0.0 13.0788190997 156.401604457 211.673545589
2055 51.756335 1.0353 -0.616305 0.0 13.0772049834 145.813254502 197.771498666
2056 31.950806 1.680191 -0.971751 0.0 13.0771008843 216.844601444 298.704086894
2057 47.010125 1.170415 -0.630871 0.0 13.0770014104 159.903397576 217.191961275
2058 47.424104 1.104355 -0.745351 0.0 13.074647959 154.06679535 209.911262316
2059 50.076853 1.126025 -0.527659 0.0 13.0659673675 154.152057736 208.741553437
2060 51.432898 1.051916 -0.602862 0.0 13.0615006598 147.230117734 199.639905781
2061 49.832341 1.02311 -0.76355 0.0 13.0605565211 145.971355705 198.911264852
2062 33.483667 1.593849 -0.970538 0.0 13.0590446183 206.945804634 284.929025145
2063 50.093056 1.010914 -0.773743 0.0 13.0578895803 144.8492115 197.440537751
2064 46.220946 1.251437 -0.516463 0.0 13.0536798514 167.431705388 226.92301678
2065 49.780173 1.142827 -0.513097 0.0 13.0511390982 155.653622791 210.732868763
2066 51.030614 1.086235 -0.556747 0.0 13.0486290367 150.149437978 203.399509389
2067 46.899864 1.213227 -0.552603 0.0 13.0466860233 163.492445994 221.689979445
2068 50.962652 1.069028 -0.598292 0.0 13.0416338209 148.757610458 201.710017497
2069 33.27416 1.61139 -0.963823 0.0 13.0365832724 208.572319682 287.127370931
2070 48.016816 1.018226 -0.900263 0.0 13.0313254494 146.562841604 200.754412598
2071 43.872057 1.175292 -0.863881 0.0 13.0293247962 161.833176515 221.510585263
2072 34.029454 1.563399 -0.97945 0.0 13.0292333899 203.202980223 279.817588091
2073 48.362759 1.004827 -0.906411 0.0 13.0281355745 145.2988049 199.062330953
2074 47.495925 1.035995 -0.898595 0.0 13.0281194491 148.232457555 203.041881056
2075 51.016479 1.074029 -0.586958 0.0 13.027743251 149.031279464 202.025136979
2076 48.518769 1.185322 -0.50805 0.0 13.0256251943 159.88973408 216.524094137
2077 50.674729 1.105903 -0.541151 0.0 13.0250140999 151.808943075 205.5984203
2078 50.84321 1.026447 -0.69923 0.0 13.0230475483 145.364074393 197.652859445
2079 48.030348 1.208598 -0.491693 0.0 13.0189174902 162.1963298 219.616824664
2080 50.189164 1.053149 -0.683669 0.0 13.0178797941 147.828022096 200.936599131
2081 45.295939 1.226384 -0.64499 0.0 13.0175681704 165.349252906 224.77299387
2082 50.430023 1.040892 -0.695106 0.0 13.0164578012 146.704068412 199.466032044
2083 50.024918 1.149054 -0.49218 0.0 13.012744419 155.742027427 210.762578867
2084 32.365363 1.662937 -0.975832 0.0 13.0061372129 213.862747836 294.601999722
2085 31.98249 1.687946 -0.971482 0.0 13.0050262683 216.643995814 298.430485419
2086 51.607082 1.054705 -0.596837 0.0 13.0029469021 146.959279096 199.240156571
2087 48.56953 1.152328 -0.579132 0.0 13.0027454615 156.826308505 212.678218195
2088 50.323115 1.126166 -0.524737 0.0 12.9990302784 153.51565869 207.860995649
2089 47.066976 1.014807 -0.982113 0.0 12.994563626 146.652363047 201.567144601
2090 51.707154 1.051498 -0.599298 0.0 12.9937763463 146.583509168 198.739177192
2091 45.208866 1.300343 -0.497564 0.0 12.9927619 171.99501675 233.119777434
2092 51.930391 1.039869 -0.611117 0.0 12.9915784867 145.516457285 197.341765905
2093 48.775042 1.190605 -0.487161 0.0 12.9912533242 159.921441704 216.476440846
2094 50.408543 1.032854 -0.71823 0.0 12.9899651478 145.925606072 198.547546131
2095 33.531476 1.601025 -0.969188 0.0 12.9851896801 206.715155205 284.602641109
2096 47.655422 1.0024 -0.968752 0.0 12.9851652486 145.293303589 199.575923277
2097 48.915189 1.132336 -0.603468 0.0 12.9796098323 154.760255921 209.977480104
2098 51.286188 1.086943 -0.552733 0.0 12.9772907228 149.557186678 202.573416573
2099 36.332334 1.442681 -0.995996 0.0 12.9739570811 189.557515884 261.04633864
2100 49.981837 1.028018 -0.758572 0.0 12.972578545 145.712780468 198.526318597
2101 50.241897 1.015728 -0.768909 0.0 12.9699187685 144.59136034 197.057082757
2102 49.952518 1.147375 -0.508215 0.0 12.9697299624 155.314238581 210.252452023
2103 50.548717 1.10658 -0.558411 0.0 12.9641382108 151.50919693 205.278718284
2104 51.28886 1.073351 -0.583815 0.0 12.9612507863 148.36039888 201.093892748
2105 51.170929 1.024154 -0.694992 0.0 12.9588606817 144.586478342 196.562975629
2106 48.649853 1.004691 -0.899616 0.0 12.9563138295 144.675115014 198.151066159
2107 50.923253 1.106469 -0.537672 0.0 12.9550172856 151.205502678 204.760160956
2108 33.721771 1.5927 -0.972566 0.0 12.9548309557 205.387423333 282.792887163
2109 48.101083 1.023926 -0.897508 0.0 12.9425817189 146.402759399 200.515004619
2110 48.202983 1.213107 -0.486758 0.0 12.9397684668 161.824493905 219.092916091
2111 47.590395 1.041613 -0.895365 0.0 12.9397660889 148.052647481 202.771357718
2112 50.045666 1.129087 -0.547454 0.0 12.9345222303 153.457948692 207.898301439
2113 32.396274 1.670757 -0.975618 0.0 12.9336733737 213.670175406 294.339810524
2114 32.014249 1.695791 -0.971217 0.0 12.9329234845 216.443083798 298.156576395
2115 50.357756 1.057861 -0.678278 0.0 12.9319748729 147.531735504 200.502010026
2116 50.569539 1.126519 -0.521644 0.0 12.9308959685 152.891928442 206.997286635
2117 50.596776 1.04563 -0.689764 0.0 12.9297616704 146.415457074 199.041652816
2118 51.347329 1.073691 -0.585315 0.0 12.9289859578 148.134660982 200.794827693
2119 49.091762 1.186102 -0.488647 0.0 12.9289224162 158.831585689 214.99370989
2120 51.981282 1.051301 -0.595575 0.0 12.9254026013 145.950256099 197.856259132
2121 52.215407 1.111291 -0.459109 0.0 12.9196673672 150.542539244 203.506918315
2122 50.165065 1.106656 -0.589838 0.0 12.9193988674 151.439575527 205.351146463
2123 49.902146 1.170451 -0.472791 0.0 12.9184766347 156.916489579 212.29882457
2124 47.637442 1.001774 -0.983973 0.0 12.9134142071 144.827962132 199.067062744
2125 33.208943 1.631487 -0.96309 0.0 12.9112303153 209.020719021 287.756459608
2126 50.203375 1.147413 -0.50531 0.0 12.9036477206 154.657121494 209.344302418
2127 46.331022 1.274302 -0.492928 0.0 12.8978536093 168.052805676 227.685730147
2128 36.381755 1.449611 -0.994659 0.0 12.8971473559 189.359179014 260.763275205
2129 47.724167 1.008325 -0.966546 0.0 12.8948121893 145.160315177 199.376055386
2130 51.561272 1.072899 -0.580495 0.0 12.8939561069 147.703406269 200.18108008
2131 48.601029 1.10651 -0.694755 0.0 12.8935329498 152.229105727 207.058455614
2132 49.898649 1.164569 -0.49081 0.0 12.8892980671 156.186829486 211.37857665
2133 46.971578 1.236558 -0.530437 0.0 12.8883308164 164.171919842 222.528500127
2134 46.620317 1.079838 -0.891022 0.0 12.887793804 151.296421975 207.208899639
2135 50.132236 1.032995 -0.753593 0.0 12.8846503131 145.453556437 198.14086839
2136 51.1737 1.107221 -0.533978 0.0 12.8841445398 150.610919059 203.933335798
2137 33.770279 1.599974 -0.97118 0.0 12.8807131464 205.15805816 282.467933587
2138 51.096445 1.090134 -0.57558 0.0 12.8753535798 149.230136988 202.24949484
2139 51.336413 1.028853 -0.689897 0.0 12.8717250004 144.303736861 196.148425003
2140 48.744101 1.010331 -0.896459 0.0 12.8666329015 144.50473317 197.894467828
2141 48.653373 1.207112 -0.48494 0.0 12.86626355 160.408559753 217.14874721
2142 43.722414 1.202345 -0.850281 0.0 12.8657906626 162.917162863 222.905133154
2143 50.285139 1.076897 -0.654482 0.0 12.8652942994 148.627149889 201.865026595
2144 51.15266 1.095152 -0.564222 0.0 12.8619047344 149.501443976 202.564062363
2145 50.816846 1.127077 -0.51836 0.0 12.8616162098 152.27936496 206.148296002
2146 48.149715 1.230853 -0.468866 0.0 12.8615676385 162.760730649 220.310476688
2147 44.803585 1.229477 -0.708089 0.0 12.8605103595 164.564816929 224.118208371
2148 32.043611 1.703923 -0.970978 0.0 12.8604039485 216.257528908 297.904420633
2149 45.334725 1.250371 -0.623827 0.0 12.8587404736 166.083015156 225.669738185
2150 52.255978 1.051317 -0.591673 0.0 12.8565030732 145.328992303 196.989194836
2151 48.184887 1.029715 -0.894789 0.0 12.8537897735 146.243485117 200.277122621
2152 50.153938 1.170633 -0.469818 0.0 12.8522160217 156.253124805 211.383335498
2153 50.940036 1.047928 -0.677329 0.0 12.8519767798 145.882075643 198.237631573
2154 47.686159 1.047302 -0.892094 0.0 12.8512993999 147.871121124 202.498314491
2155 50.527044 1.062643 -0.672904 0.0 12.8458887395 147.235279819 200.067753605
2156 45.287729 1.323871 -0.475395 0.0 12.8399436954 172.683603603 233.988903005
2157 33.250939 1.639036 -0.962153 0.0 12.8377644328 208.802120729 287.451320913
2158 50.452802 1.147693 -0.502282 0.0 12.8365051609 154.015994084 208.457819695
2159 32.888555 1.646649 -0.9946 0.0 12.8341727641 209.560838327 288.817109471
2160 48.912926 1.212419 -0.464087 0.0 12.8324008272 160.436282925 217.101817504
2161 49.794438 1.080671 -0.683276 0.0 12.831594416 149.011116815 202.570232486
2162 49.608136 1.156866 -0.536779 0.0 12.8265647849 155.230279609 210.286361094
2163 51.833746 1.072671 -0.577003 0.0 12.8259962739 147.059845045 199.286119099
2164 47.698162 1.007863 -0.982108 0.0 12.8225678295 144.707992419 198.887748296
2165 46.645638 1.072859 -0.916833 0.0 12.8207017473 150.287746964 206.033117738
2166 36.064609 1.477341 -0.988248 0.0 12.8200440486 191.314443964 263.417929841
2167 50.493448 1.054682 -0.6965 0.0 12.8188457281 146.46791637 199.16282534
2168 49.008792 1.154697 -0.581387 0.0 12.8159694521 155.332788584 210.65660318
2169 53.780978 1.083501 -0.448638 0.0 12.8155894933 146.585915308 198.059379693
2170 51.425616 1.108167 -0.530086 0.0 12.8125256917 150.025840358 203.118945121
2171 50.071123 1.169251 -0.486034 0.0 12.8084622002 155.844019939 210.895564246
2172 36.470236 1.4805 -0.938119 0.0 12.8083884459 191.377597946 263.037097314
2173 33.453389 1.630728 -0.963944 0.0 12.8062751383 207.450966486 285.593156416
2174 50.684353 1.128064 -0.535625 0.0 12.8001887217 151.992538196 205.842502073
2175 50.270866 1.03854 -0.74846 0.0 12.7962278825 145.235754846 197.811705001
2176 51.420675 1.094697 -0.561233 0.0 12.7950560808 148.838066862 201.644979983
2177 44.371777 1.130096 -0.970958 0.0 12.7946446306 156.003669937 214.388180729
2178 51.065037 1.127838 -0.514891 0.0 12.7913477012 151.677641537 205.313626492
2179 32.075735 1.711938 -0.970719 0.0 12.7882767043 216.054624316 297.627957752
2180 51.26258 1.045827 -0.673314 0.0 12.787451408 145.110908053 197.159229336
2181 52.53094 1.051549 -0.587607 0.0 12.7869634763 144.719866726 196.138291339
2182 48.320903 1.235511 -0.464104 0.0 12.7827541376 162.387823192 219.78755868
2183 50.936767 1.029404 -0.728631 0.0 12.7816815813 144.041377968 196.040459664
2184 48.836275 1.016078 -0.893411 0.0 12.77682701 144.337515044 197.643244198
2185 49.190499 1.002403 -0.899661 0.0 12.7741050172 143.082003048 195.963314367
2186 50.156513 1.151138 -0.52534 0.0 12.7713277749 153.994077336 208.540556509
2187 49.22817 1.208093 -0.46563 0.0 12.7696801554 159.348047177 215.621267225
2188 50.701848 1.148201 -0.499102 0.0 12.7681239769 153.388595406 207.589787348
2189 48.268763 1.035591 -0.892082 0.0 12.7649137357 146.084222678 200.039484794
2190 32.91029 1.671002 -0.956858 0.0 12.7638763393 211.225116364 290.779138279
2191 47.783198 1.053063 -0.888785 0.0 12.7627243109 147.68786235 202.222781664
2192 51.481883 1.095444 -0.562018 0.0 12.7619688191 148.631141499 201.367958327
2193 50.696951 1.067498 -0.667547 0.0 12.7596359191 146.938889387 199.63414484
2194 50.034831 1.192353 -0.450232 0.0 12.7594021972 157.431720121 212.930461768
2195 52.106626 1.072664 -0.573331 0.0 12.7574831587 146.428881367 198.407847571
2196 50.282856 1.128583 -0.567331 0.0 12.7548621766 151.954982272 205.953145018
2197 35.131081 1.564602 -0.920986 0.0 12.7467548663 199.478089289 274.124710243
2198 36.113402 1.484605 -0.986841 0.0 12.743162636 191.11868419 263.138236068
2199 50.324784 1.169437 -0.483035 0.0 12.7420947466 155.182556772 209.982077728
2200 36.607142 1.457041 -0.994074 0.0 12.7391572401 188.218160529 259.185659599
2201 33.491595 1.638228 -0.963819 0.0 12.7328445987 207.221148079 285.280047457
2202 47.760655 1.014021 -0.980175 0.0 12.7317013927 144.585306912 198.704189826
2203 47.052397 1.260336 -0.507834 0.0 12.7306487128 164.846342834 223.36511984
2204 50.018519 1.186865 -0.468383 0.0 12.7287332748 156.729345535 212.043410753
2205 51.689616 1.094463 -0.558035 0.0 12.7274631854 148.187070042 200.742125665
2206 48.659926 1.129603 -0.673395 0.0 12.7270920538 152.854153717 207.794102376
2207 48.528974 1.001847 -0.954125 0.0 12.7240323868 143.168524373 196.528100272
2208 51.572259 1.044285 -0.669268 0.0 12.721886045 144.386773473 196.14561752
2209 51.314042 1.128805 -0.511242 0.0 12.7202232078 151.086684065 204.493225084
2210 51.253587 1.026694 -0.725386 0.0 12.7201829782 143.26649842 194.95894029
2211 32.107842 1.720052 -0.97047 0.0 12.71611842 215.851752928 297.351720403
2212 34.638627 1.562777 -0.994602 0.0 12.7135429328 198.9360211 274.063259085
2213 50.170799 1.055741 -0.733266 0.0 12.7122141906 146.071064993 198.86219823
2214 51.236165 1.112089 -0.551994 0.0 12.7092410861 149.726160199 202.823177825
2215 48.782399 1.229535 -0.461953 0.0 12.7078184982 160.949191872 217.811454644
2216 48.264896 1.253723 -0.446117 0.0 12.7055043932 163.344644879 221.03889158
2217 43.566368 1.230681 -0.83601 0.0 12.7034305 164.061206016 224.37994028
2218 45.375114 1.275316 -0.601832 0.0 12.7000661366 166.852848511 226.617930531
2219 44.772384 1.255651 -0.688594 0.0 12.6994592195 165.470695145 225.250054084
2220 50.950957 1.148928 -0.495758 0.0 12.6986581249 152.773899625 206.738759247
2221 50.403489 1.098909 -0.631581 0.0 12.6979040983 149.134454416 202.438663614
2222 49.375099 1.004342 -0.896407 0.0 12.6974385429 142.657769829 195.355999243
2223 51.290115 1.116829 -0.54138 0.0 12.696787345 149.979185718 203.119039308
2224 50.286107 1.192731 -0.447276 0.0 12.6928050058 156.77007681 212.01844642
2225 32.946155 1.678953 -0.956357 0.0 12.6908900058 211.020085577 290.497546419
2226 52.380752 1.072869 -0.569455 0.0 12.6885138488 145.808942528 197.544012632
2227 32.548661 1.688046 -0.991364 0.0 12.6871873256 211.916643873 292.077366841
2228 48.926304 1.021936 -0.890473 0.0 12.6868981955 144.173582492 197.397557866
2229 51.04066 1.069996 -0.655142 0.0 12.6817734253 146.405492036 198.833287941
2230 50.630068 1.084952 -0.650346 0.0 12.6763482154 147.768239601 200.675051045
2231 48.353167 1.041549 -0.889366 0.0 12.6759465864 145.92432588 199.801047077
2232 50.577309 1.169868 -0.479903 0.0 12.6745882903 154.536757372 209.089815833
2233 49.047045 1.234839 -0.441078 0.0 12.6744165778 160.969573225 217.760430115
2234 47.881397 1.0589 -0.885443 0.0 12.674043771 147.503080397 201.945117306
2235 35.786314 1.513747 -0.980093 0.0 12.6668531201 193.17290368 265.929323903
2236 49.709064 1.179567 -0.514736 0.0 12.6645281307 155.799159484 210.977302116
2237 35.37269 1.54365 -0.963799 0.0 12.6602853094 196.171480594 269.938241619
2238 51.959489 1.094449 -0.554634 0.0 12.6592680549 147.548094606 199.855061011
2239 47.654848 1.306906 -0.387217 0.0 12.6562913144 168.034522513 227.28306373
2240 36.223686 1.51557 -0.928531 0.0 12.6549542223 193.113677679 265.37027314
2241 50.584573 1.077076 -0.674387 0.0 12.648682958 147.011896189 199.783261275
2242 50.193799 1.191649 -0.463627 0.0 12.6484237104 156.378326879 211.550855133
2243 51.563787 1.12998 -0.507417 0.0 12.6483930785 150.506467523 203.687100066
2244 52.538027 1.073667 -0.566006 0.0 12.6483921167 145.502139071 197.10939233
2245 46.435848 1.099882 -0.906119 0.0 12.6477786131 151.355298209 207.424244075
2246 50.806715 1.150307 -0.513195 0.0 12.6366338893 152.508987269 206.459757138
2247 42.823035 1.402854 -0.544266 0.0 12.635981203 179.338798958 243.521933201
2248 48.598481 1.00799 -0.951948 0.0 12.6329701571 143.038158003 196.332876247
2249 51.41826 1.031498 -0.720404 0.0 12.6326470379 142.984072945 194.543979528
2250 51.553688 1.11661 -0.53854 0.0 12.6296395468 149.323639891 202.212440243
2251 51.200054 1.149877 -0.492255 0.0 12.6282228042 152.17178451 205.904610896
2252 48.437167 1.258497 -0.441443 0.0 12.626985944 162.965685242 220.509709378
2253 44.13453 1.158765 -0.961475 0.0 12.6241402622 157.1978108 215.960505708
2254 50.311041 1.061919 -0.727362 0.0 12.6232780527 145.876440811 198.561204902
2255 52.656164 1.073284 -0.56538 0.0 12.6185086114 145.199653418 196.694152419
2256 32.603422 1.712043 -0.950825 0.0 12.6175609395 213.513286705 293.924319475
2257 51.359261 1.068088 -0.651297 0.0 12.6168405938 145.639199811 197.763810626
2258 32.574046 1.696466 -0.99153 0.0 12.614234347 211.745045128 291.847791305
2259 49.362325 1.230681 -0.442621 0.0 12.6111057506 159.880237822 216.278026782
2260 51.000734 1.05204 -0.707503 0.0 12.6092569806 144.615452095 196.702367243
2261 50.272158 1.174066 -0.502378 0.0 12.6082404525 154.556997535 209.222236463
2262 49.475547 1.010149 -0.893044 0.0 12.6065581002 142.483077198 195.092275316
2263 50.829291 1.170534 -0.476623 0.0 12.6059879276 153.905196168 208.216772194
2264 48.461881 1.144703 -0.678084 0.0 12.6059481284 153.297050271 208.441107824
2265 50.175563 1.214716 -0.427339 0.0 12.6012041445 157.944375909 213.564646909
2266 49.014126 1.027906 -0.887647 0.0 12.5968780915 144.012995456 197.157513647
2267 34.910485 1.600659 -0.909588 0.0 12.5961749473 201.271181543 276.528155854
2268 52.230585 1.094652 -0.551024 0.0 12.5906083269 146.920444928 198.982827567
2269 50.803765 1.089917 -0.64496 0.0 12.5905451162 147.462843275 200.230445196
2270 50.384978 1.151328 -0.545242 0.0 12.5905008007 152.50828264 206.615370202
2271 35.838927 1.521144 -0.978487 0.0 12.5902296104 192.961288649 265.626436251
2272 48.438428 1.047589 -0.886628 0.0 12.5868109851 145.76326639 199.560996322
2273 31.821525 1.754119 -0.975698 0.0 12.5861351819 217.545402361 299.775641639
2274 33.184051 1.67853 -0.95798 0.0 12.5854228412 209.428230338 288.310290709
2275 47.980541 1.064817 -0.882079 0.0 12.5852716152 147.317076181 201.665853385
2276 36.328916 1.49292 -0.986489 0.0 12.5842495205 190.000101001 261.59454503
2277 50.446738 1.192038 -0.460649 0.0 12.581517243 155.718763828 210.641111414
2278 36.279531 1.52287 -0.926841 0.0 12.5788366216 192.892346 265.054890726
2279 33.880365 1.669234 -0.890868 0.0 12.5754499726 208.294342314 286.126072972
2280 47.153235 1.28441 -0.484424 0.0 12.5734104158 165.494212763 224.169325403
2281 50.146071 1.209647 -0.445614 0.0 12.5692369533 157.270379602 212.712034447
2282 39.447506 1.407793 -0.850088 0.0 12.5671527662 180.596013337 247.352652955
2283 34.345259 1.601309 -0.987935 0.0 12.5626259772 200.951173689 276.811223851
2284 51.817879 1.116622 -0.535498 0.0 12.5617986545 148.680924665 201.322753708
2285 48.73598 1.153139 -0.651203 0.0 12.5611821971 153.463307039 208.508021193
2286 51.449122 1.151049 -0.488599 0.0 12.556941192 151.581916993 205.086933087
2287 48.722359 1.004824 -0.963532 0.0 12.5565573368 142.283403773 195.39088301
2288 51.664305 1.066755 -0.647437 0.0 12.5509620841 144.921135999 196.760828919
2289 48.903543 1.252637 -0.439166 0.0 12.550709403 161.516028563 218.518609418
2290 48.389017 1.277039 -0.423007 0.0 12.5501301709 163.923243314 221.766577745
2291 35.153582 1.57335 -0.955129 0.0 12.5490345126 197.793356044 272.118864684
2292 51.313561 1.049506 -0.704423 0.0 12.5474150544 143.844561688 195.628421811
2293 32.640203 1.720204 -0.950301 0.0 12.5450682435 213.298824269 293.629981347
2294 51.578253 1.036561 -0.715472 0.0 12.5445674526 142.715013486 194.148122647
2295 48.484442 1.000209 -0.991881 0.0 12.5445594648 142.02984515 195.281977648
2296 43.41356 1.259815 -0.821279 0.0 12.5414868333 165.221749853 225.87709612
2297 50.209227 1.079168 -0.712746 0.0 12.5408490528 146.701186539 199.6040159
2298 51.080819 1.171434 -0.473196 0.0 12.5363629053 153.287371404 207.362279723
2299 50.426996 1.215292 -0.424377 0.0 12.5341287006 157.28350113 212.654726618
2300 51.420684 1.13919 -0.518696 0.0 12.5322269542 150.478270943 203.71030223
2301 50.508952 1.121692 -0.609062 0.0 12.531212835 149.672009147 203.062020681
2302 52.503823 1.095061 -0.547179 0.0 12.5213402987 146.302469131 198.123062115
2303 49.177981 1.257871 -0.418119 0.0 12.5176781447 161.520262099 218.451004075
2304 49.574 1.016067 -0.889785 0.0 12.5156394472 142.311430946 194.833718232
2305 35.515803 1.551153 -0.97109 0.0 12.5142747903 195.055412583 268.469616385
2306 50.700077 1.192658 -0.457486 0.0 12.5135654782 155.072319766 209.748932913
2307 51.146437 1.092645 -0.632636 0.0 12.5126042866 146.932040487 199.436648799
2308 49.933141 1.002097 -0.896298 0.0 12.512007355 141.065718618 193.168905535
2309 50.737706 1.107844 -0.627513 0.0 12.5077442931 148.304399067 201.290685627
2310 49.099714 1.033993 -0.884933 0.0 12.5067506172 143.855780386 196.923155488
2311 49.825464 1.202668 -0.492066 0.0 12.5035448316 156.352814638 211.651296195
2312 48.524744 1.053711 -0.883858 0.0 12.497525902 145.600814909 199.318956151
2313 48.080341 1.07082 -0.878705 0.0 12.4964259186 147.130334418 201.385779219
2314 45.438943 1.224975 -0.745889 0.0 12.4960639275 160.767307668 219.179248508
2315 52.083516 1.116853 -0.532234 0.0 12.4934173379 148.049331893 200.447566767
2316 50.325891 1.214513 -0.440828 0.0 12.4892287932 156.907991498 212.205428325
2317 42.843937 1.429634 -0.522721 0.0 12.4850619496 180.233141075 244.671183243
2318 51.698178 1.152446 -0.48479 0.0 12.4849515039 151.004108533 204.285487834
2319 52.661342 1.095974 -0.543727 0.0 12.4809513315 145.995876893 197.689693982
2320 50.682611 1.100033 -0.651894 0.0 12.4795842485 147.555835144 200.406666745
2321 46.25623 1.127441 -0.893665 0.0 12.4758649087 152.397180523 208.766765016
2322 35.207211 1.580926 -0.953522 0.0 12.4735611588 197.56561001 271.794796577
2323 48.567146 1.281864 -0.418264 0.0 12.4719067068 163.529219646 221.218200098
2324 32.286925 1.755037 -0.94449 0.0 12.4717950578 215.923191971 297.240649382
2325 32.217665 1.740639 -0.988203 0.0 12.4671562605 214.260416236 295.333200415
2326 51.331582 1.172573 -0.469634 0.0 12.4658108245 152.683538686 206.526755202
2327 48.784595 1.011212 -0.961677 0.0 12.4648696302 142.165011562 195.214640835
2328 51.682768 1.13918 -0.515901 0.0 12.4648299475 149.825813575 202.809143501
2329 51.477462 1.05461 -0.6994 0.0 12.459803505 143.565873504 195.219754849
2330 51.735394 1.041843 -0.710552 0.0 12.4560635302 142.455425216 193.765770249
2331 43.910377 1.188229 -0.950984 0.0 12.4546724535 158.395759141 217.530491327
